commit_hash,package_name,pname,version,fetcher,nixpkgs_target_bump
70f8fa6e126842d93425e7828fda35cff28463eb,drawy,drawy,1.0.0-alpha-unstable-2025-11-17,"fetchFromGitHub {
    owner = ""Prayag2"";
    repo = ""drawy"";
    rev = ""ca02b66a9615c45c78f2e29839a40c1e5bf8f71c"";
    hash = ""sha256-PzIeyhF/1wKD6JyybNRzruuxzSKJZvIq+L7X0rrcQUY="";
  }",6f374686605df381de8541c072038472a5ea2e2d
9fd7bd516cc47d6bf857d4977d9b6d837a5b172b,ocb,ocb,0.2,"fetchFromGitHub {
    owner = ""ocamlpro"";
    repo = ""ocb"";
    tag = finalAttrs.version;
    hash = ""sha256-LbAeeaPsOGd1w0I5YFrgRyFKKwIkYjMaRo2G1JUEado="";
  }",d7f52a7a640bc54c7bb414cca603835bf8dd4b10
5d3dca8f2eb235617820e2d4588c287a64453b59,ekey-bionyxpy,ekey-bionyxpy,1.0.0,"fetchFromGitHub {
    owner = ""richardpolzer"";
    repo = ""ekey-bionyx-api"";
    tag = version;
    hash = ""sha256-wKgIQp+E1fzOrp2Xx14RXvtxQMOb0rFkI55q2Rw+JNg="";
  }",0ade817efdde79cbc46b624c849027335ebc25c5
9d5824e6a770a5846713226a8e84ab5fb5cf8997,hyprwire,hyprwire,0.1.0,"fetchFromGitHub {
    owner = ""hyprwm"";
    repo = ""hyprwire"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-84KqFPakU1Pv7axkwbSi1D5XssSHIW8B2xduOUq5Mw4="";
  }",8b6600824693a9c706ef09bd86711ca393703466
80323062f8e966ed6401a1e4deaeca85ab9a116d,hyprtoolkit,hyprtoolkit,0.1.0,"fetchFromGitHub {
    owner = ""hyprwm"";
    repo = ""hyprtoolkit"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-AQCTRH8VsrHzOHL0ueXt/6OQtSSfZbT3XUBI4sq8rx4="";
  }",8b6600824693a9c706ef09bd86711ca393703466
bea5958c63ff1df0d34c7a804691299f7fcb181e,ptcpdump,ptcpdump,0.37.0,"fetchFromGitHub {
    owner = ""mozillazg"";
    repo = ""ptcpdump"";
    tag = ""v${finalAttr.version}"";
    hash = ""sha256-ouH7VFWSCOElbmbSWAkmM4dtNVp545mC/FnoNAFtaEw="";
  }",8b6600824693a9c706ef09bd86711ca393703466
a5140ab27c95319aebaded41b1ebc7ed04530cda,elkoep-aio-mqtt,elkoep-aio-mqtt,0.1.0.beta.4,"fetchFromGitHub {
    owner = ""epdevlab"";
    repo = ""elkoep-aio-mqtt"";
    tag = ""0.1.0.beta.4"";
    hash = ""sha256-pQzM0wLLZk6cEizhDqLbVF4pMeyefgSUU0ay3CiGgAE="";
  }",1d4c88323ac36805d09657d13a5273aea1b34f0c
9faec8f5cedbdec251314cd09d531f6820f4b519,pascube,pascube,1.5.1,"fetchFromGitHub {
    owner = ""benjamimgois"";
    repo = ""pascube"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-djkrMgX3RTTXSLISYpBfdyCIh3/WWODxd473M53iFKE="";
  }",832e3b6db48508ae436c2c7bfc0cf914eac6938e
9988c02d49afbad15082a58129075a8c47e4ae67,types-webencodings,types-webencodings,0.5.0.20251108,"fetchPypi {
    pname = ""types_webencodings"";
    inherit version;
    hash = ""sha256-I3jizszO09QbteITh1hue1MF4RUZ/GsGWcYp8jsuXeQ="";
  }",85a6c4a07faa12aaccd81b36ba9bfc2bec974fa1
9ee6854ce0b42e9d050b447dac5eb7bf7bef2de8,chatlas,chatlas,0.13.2,"fetchFromGitHub {
    owner = ""posit-dev"";
    repo = ""chatlas"";
    tag = ""v${version}"";
    hash = ""sha256-uCgpNvDJZKwxX4HYF8tyvJ1AiQLmybuxrZkYK/u5xlg="";
  }",85a6c4a07faa12aaccd81b36ba9bfc2bec974fa1
eb10ce12a24a5885051617a2243c8ea96c26b7b6,dataconf,dataconf,3.6.0,"fetchPypi {
    inherit pname version;
    hash = ""sha256-hcZi8n290GZkgIM074Z1Ne2gOS5WDmX8fPR+BJGZyzU="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
d2d197b954393044669872a031e8061f688b9a0d,pytest-gitconfig,pytest-gitconfig,0.8.0,"fetchFromGitHub {
    owner = ""noirbizarre"";
    repo = ""pytest-gitconfig"";
    tag = version;
    hash = ""sha256-5DfG74mEvsWHH2xPyG1mNcWp9/DgpveLbaSEOoRzD+g="";
  }",1d4c88323ac36805d09657d13a5273aea1b34f0c
899d61fe3171696d154b6abedae59ad13af7ec9a,uncompresspy,uncompresspy,0.4.1,"fetchPypi {
    inherit pname version;
    hash = ""sha256-556tZurtjUI2TYB8C6PzqK7w4Ah6m+rxpg8jqAimwUc="";
  }",1d4c88323ac36805d09657d13a5273aea1b34f0c
63c81066c92412a7faad0a95ec3097a844387b8c,pycrdt-store,pycrdt-store,0.1.3b1,"fetchFromGitHub {
    owner = ""y-crdt"";
    repo = ""pycrdt-store"";
    tag = version;
    hash = ""sha256-UMLR30PqtPUlD6z7VTPl7ZkSSw4HkmO5bUa/lSeFFoE="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
3d0f4ee9dd2e1b43764028e2469cbd4f24ebb05d,types-mysqlclient,types-mysqlclient,2.2.0.20250915,"fetchPypi {
    inherit version;
    pname = ""types_mysqlclient"";
    hash = ""sha256-/nCJOVm6w38Xry/MDKGvoXtxRpg+HGzAM2oTFAzO/I0="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
d829874e1f5e806e648f8c02e51ef1ce03944463,reddix,reddix,0.2.9,"fetchFromGitHub {
    owner = ""ck-zhang"";
    repo = ""reddix"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-4MKRzqsTJxtiAGCvQdAAIMbAcXKwkIth1g1uvQuGXso="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
92ea220f1747c23729bcaf3c0def42094a0a4e8d,django-modelsearch,modelsearch,1.1.1,"fetchFromGitHub {
    owner = ""wagtail"";
    repo = ""django-modelsearch"";
    tag = ""v${version}"";
    hash = ""sha256-tjwVepI9mdrMbTtxfe6yNUrSHWKndGxv2lJ8AfyNcr0="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
0d3036c38f5f7cc191d4238f50145a554554745d,fava-dashboards,fava-dashboards,1.2.0,"fetchFromGitHub {
    owner = ""andreasgerstmayr"";
    repo = ""fava-dashboards"";
    rev = ""v${version}"";
    hash = ""sha256-0524Mx93bJ4DKTb3gYps+C7dzhzuNd7YIvqeCtZz2f0="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
c2247d3f04fe4da90a09244acc1df2f8b3dd6cfa,temporal_capi,temporal_capi,0.1.2,"fetchFromGitHub {
    owner = ""boa-dev"";
    repo = ""temporal"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-JmNYoskoQZewmWAU/SUBdjKdN+pnpMdLZUVv+jysS5A="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
6154b41419f3fc076ac65827d432842bc03fb66a,emmy-lua-code-style,emmy-lua-code-style,1.5.7,"fetchFromGitHub {
    owner = ""CppCXY"";
    repo = ""EmmyLuaCodeStyle"";
    tag = self.version;
    hash = ""sha256-Lzh4ruyrWRTwU95iTMQozpLT5w92owHsDQM874XIuOg="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
8833a572c2c2a8abfffbe35ad7f0a79293f61fa5,django-probes,django-probes,1.7.0,"fetchFromGitHub {
    owner = ""painless-software"";
    repo = ""django-probes"";
    rev = version;
    hash = ""sha256-n3GI7fNxZkR0ZrI843q0EjkSfSK4LpUox09FFpigJY8="";
  }",01b6809f7f9d1183a2b3e081f0a1e6f8f415cb09
ee9e18e982b829cefba04b2037ea61f18731f1d0,django-agnocomplete,django-agnocomplete,2.2.0,"fetchFromGitHub {
    owner = ""peopledoc"";
    repo = ""django-agnocomplete"";
    rev = version;
    hash = ""sha256-SDuLJM/ZvROkBOSbaVi6FMDRcR5Um4UrdPSq1ZMrlXM="";
  }",01b6809f7f9d1183a2b3e081f0a1e6f8f415cb09
5fc0dd04b662fa951ca05160e01b1ea0ae07aaef,mangowc,mangowc,0.10.5,"fetchFromGitHub {
    owner = ""DreamMaoMao"";
    repo = ""mangowc"";
    tag = finalAttrs.version;
    hash = ""sha256-ZESyUtCiIQh6R0VYAo8YaP95Damw3MJVvKy5qU3pgTA="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
b2155863011ace4c0f3960509f98e45a34b67fde,lenspect,lenspect,1.0.2,"fetchFromGitHub {
    owner = ""vmkspv"";
    repo = ""lenspect"";
    tag = ""v${version}"";
    hash = ""sha256-R3Y1t4qEXY7zuYZENzwiAoW1fDEN/YiatnFLPUOeRUE="";
  }",63bdb5d90fa2fa11c42f9716ad1e23565613b07c
0c70fde0754f0346340f5c580d749a6023eb0190,togrill-bluetooth,togrill-bluetooth,0.8.0,"fetchFromGitHub {
    owner = ""elupus"";
    repo = ""togrill-bluetooth"";
    tag = version;
    hash = ""sha256-aBuWy8tG722yLzUS62yGdXcETGuH+dX9XVi/qMwEiVg="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
6b9a10f4b22ba7862d127ce26f7e26af4093e139,pandoc-ext-diagram,pandoc-ext-diagram,1.2.0,"fetchFromGitHub {
    owner = ""pandoc-ext"";
    repo = ""diagram"";
    tag = ""v1.2.0"";
    hash = ""sha256-NuHru6uYewuFksWGlWkvQRc6NDC5S4mnnmJlDQbVF+c="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
8f266606a458f30cb09ac4fed3f97a954301323f,xapp-symbolic-icons,xapp-symbolic-icons,1.0.1,"fetchFromGitHub {
    owner = ""xapp-project"";
    repo = ""xapp-symbolic-icons"";
    tag = finalAttrs.version;
    hash = ""sha256-TOSbEcxYXuUtc0RC1Seva8uqF5qveVRq2dpG0BZmCK0="";
  }",f6b44b2401525650256b977063dbcf830f762369
845bb0154c4a8f7847f5502297c8ed249714c18e,zlsplitter,zlsplitter,0.2.0,"fetchFromGitHub {
    owner = ""ZL-Audio"";
    repo = ""ZLSplitter"";
    tag = ""${finalAttrs.version}"";
    hash = ""sha256-8a/t1yJG5CUr4udnKIy80exQejDy0HzOi7uMjelPldg="";
    fetchSubmodules = true;
  }",f6b44b2401525650256b977063dbcf830f762369
97abff668dccb48de27d82961947062e257b3820,zlcompressor,zlcompressor,0.2.1,"fetchFromGitHub {
    owner = ""ZL-Audio"";
    repo = ""ZLCompressor"";
    tag = ""${finalAttrs.version}"";
    hash = ""sha256-0Z29+jLtAtThFaVVqvuqUJkj1VRI69WOvIbEfE45db4="";
    fetchSubmodules = true;
  }",f6b44b2401525650256b977063dbcf830f762369
77aa2ebe23f31354782cc6cfdd3facb8a6dde793,zlequalizer,zlequalizer,1.0.0,"fetchFromGitHub {
    owner = ""ZL-Audio"";
    repo = ""ZLEqualizer"";
    tag = ""${finalAttrs.version}"";
    hash = ""sha256-9TmvjBXTrvR0+qnGDFhCczanxiry3d43QVn/pJLUREY="";
    fetchSubmodules = true;
  }",f6b44b2401525650256b977063dbcf830f762369
26e8367950484dda0537b1855b5acbf2b600b7b6,zzz,zzz,0.2.0,"fetchFromGitHub {
    owner = ""jirutka"";
    repo = ""zzz"";
    tag = ""v${version}"";
    hash = ""sha256-gm/fzhgGM2kns051PKY223uesctvMj9LmLc4btUsTt8="";
  }",7241bcbb4f099a66aafca120d37c65e8dda32717
6badb0af390695d5526ca5574d1fd1c83c3e895b,xleak,xleak,0.1.0,"fetchFromGitHub {
    owner = ""bgreenwell"";
    repo = ""xleak"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-n9AFNGr5kRbQr2P/6QFT0KkuiE6KPun1FZjwrq2iQZs="";
  }",f6b44b2401525650256b977063dbcf830f762369
9595f50ed7005ad80fa83c8fb332f4868e139659,azure-mgmt-hybridcompute,azure-mgmt-hybridcompute,9.1.0b2,"fetchPypi {
    pname = ""azure_mgmt_hybridcompute"";
    inherit version;
    format = ""wheel"";
    python = ""py3"";
    dist = ""py3"";
    hash = ""sha256-bKv4A6PjN6fMpyso0JqewADcKGOK1wXlULtkZpzrilY="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
c1849365d4ad7a2013b87f73040c3792f2d2137a,azure-mgmt-dashboard,azure-mgmt-dashboard,1.1.0,"fetchPypi {
    pname = ""azure_mgmt_dashboard"";
    inherit version;
    format = ""wheel"";
    python = ""py3"";
    dist = ""py3"";
    hash = ""sha256-WoZW5p30f0mrmMyhD68nxqlGrTtUU93V167B8wZitdA="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
c57b53cc5857139f801e827a323d0d655d2a84e8,torchdata,torchdata,0.11.0,"fetchFromGitHub {
    owner = ""meta-pytorch"";
    repo = ""data"";
    tag = ""v${version}"";
    hash = ""sha256-TSkZLL4WDSacuX4tl0+1bKSJCRI3LEhAyU3ztdlUvgk="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
dd84201d6e44c19197357452f58f7603ee677a91,in-toto-attestation,in-toto-attestation,0.9.3,"fetchPypi {
    pname = ""in_toto_attestation"";
    inherit version;
    hash = ""sha256-zAz5dBfZSVO5/ubp1BWhHFm01HzuTxN0b/6TWyjj6MQ="";
  }",91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
d263b03d7e6b5900bfce1bc41a2117190fb4bf2b,nebula-lighthouse-service,nebula-lighthouse-service,2.0.0,"fetchFromGitHub {
    owner = ""manuels"";
    repo = ""nebula-lighthouse-service"";
    tag = ""v${version}"";
    hash = ""sha256-cRwmOGuPEYlURVbaf9AwaSmhvUzzZvATv5RGPUztnbY="";
  }",f6b44b2401525650256b977063dbcf830f762369
a38994a0b1f70cd2f507ccab1a45de1f3161e11a,tzpfms,tzpfms,0.4.1,"fetchFromSourcehut {
    owner = ""~nabijaczleweli"";
    repo = ""tzpfms"";
    rev = ""v${finalPackage.version}"";
    hash = ""sha256-DHmJpfURyFPeOWxIkfwn4f0n2WeDYErevC1gY2oM3Vg="";
  }",f6b44b2401525650256b977063dbcf830f762369
d3e6a340d967260efae964e95b2f36cbfb9dd5e2,qbootctl,qbootctl,0.2.2,"fetchFromGitHub {
    owner = ""linux-msm"";
    repo = ""qbootctl"";
    tag = finalAttrs.version;
    hash = ""sha256-lpDCU9RJ4pK/qX4dEFfOCEdsF7l4Z/J8wzWMD4orFQY="";
  }",f6b44b2401525650256b977063dbcf830f762369
9e687756127c607992461d76afbcc295685263b2,ssh-vault,ssh-vault,1.1.4,"fetchFromGitHub {
    owner = ""ssh-vault"";
    repo = ""ssh-vault"";
    tag = finalAttrs.version;
    hash = ""sha256-qAALDpspHR2pHo8T1QgHrazO128u9CqoibwIzmgAj1s="";
  }",f6b44b2401525650256b977063dbcf830f762369
58cf99cf02fe1669be0eb6769ae8032f6b502a1e,vmas,vmas,1.5.2,"fetchFromGitHub {
    owner = ""proroklab"";
    repo = ""VectorizedMultiAgentSimulator"";
    tag = version;
    hash = ""sha256-i1dr65IPIOGAH/1jXS7+PnxJzl986+fGB7M4ydisIrs="";
  }",f6b44b2401525650256b977063dbcf830f762369
fdeef40d0bf3a6a1308fe72a5c553216d6dd50ce,mkdocs-section-index,mkdocs-section-index,0.3.10,"fetchFromGitHub {
    owner = ""oprypin"";
    repo = ""mkdocs-section-index"";
    tag = ""v${version}"";
    hash = ""sha256-cw/a17xliK68vStC20f+IHI3nQl1/s/lIIj1tyQJti0="";
  }",f6b44b2401525650256b977063dbcf830f762369
c5c94172d9f1906d7790d0317a9b51af482ab260,mkdocs-literate-nav,mkdocs-literate-nav,0.6.2,"fetchFromGitHub {
    owner = ""oprypin"";
    repo = ""mkdocs-literate-nav"";
    tag = ""v${version}"";
    hash = ""sha256-WP8VqiD/Kqswh1TWhSBsNfxn3gxKlRlg6RvGayAdQto="";
  }",f6b44b2401525650256b977063dbcf830f762369
1974ddaa3b251de56832923bc90dc456e4a5918e,ocaml-pds,ocaml-pds,6.55,"fetchhg {
    url = ""https://hg.sr.ht/~mmatalka/pds"";
    rev = finalAttrs.version;
    sha256 = ""sha256-a6sMFzAwqLsLOq75JTyFxZiXuQvmOZG0bPzPehzLcws="";
  }",e1ebeec86b771e9d387dd02d82ffdc77ac753abc
df3b829c1acfef52eb85fa40fd4f80afe5466624,xsdata-pydantic,xsdata-pydantic,24.5,"fetchFromGitHub {
    owner = ""tefra"";
    repo = ""xsdata-pydantic"";
    tag = ""v${version}"";
    hash = ""sha256-ExgAXQRNfGQRSZdMuWc8ldJPqz+3c4Imgu75KXLXHNk="";
  }",7241bcbb4f099a66aafca120d37c65e8dda32717
179c5fff05aea1f3976524de71b8f726c6c2aa9e,pygpoabuse,pygpoabuse,0-unstable-2025-11-09,"fetchFromGitHub {
    owner = ""Hackndo"";
    repo = ""pyGPOAbuse"";
    rev = ""324a3c3075a7a6a5364b3cb8b3d2e0b755be9c76"";
    hash = ""sha256-DNdKKxE8UACZ5oEZ2iKuNvFrmpz+RCTYI0O5pCa5jIU="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
44abfc6fbf78df3ba959e2fc1771f41c70dd8e63,ddcutil-service,ddcutil-service,1.0.14,"fetchFromGitHub {
    owner = ""digitaltrails"";
    repo = ""ddcutil-service"";
    rev = ""v${finalAttrs.version}"";
    hash = ""sha256-IZ6s9z0zxMZT7qd+yuQJGLnKc1WISIvhJlIGsM/Dw3w="";
  }",f6b44b2401525650256b977063dbcf830f762369
bb2404ae7f4d1a8d89afe2890b91ffa10aa22be5,edge-tts,edge-tts,7.2.3,"fetchFromGitHub {
    owner = ""rany2"";
    repo = ""edge-tts"";
    tag = version;
    hash = ""sha256-JnwfvSa60oEbSEyD6q88Ey6IyGOwVWO0T75VrUKZmos="";
  }",f6b44b2401525650256b977063dbcf830f762369
dd23f0d9dca712722e9ff8db870761c24513c907,protorpc,protorpc,1.1.2,"fetchFromGitHub {
    owner = ""chai2010"";
    repo = ""protorpc"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-yu4aSWM0TNnGGLAA6NApMekHMi6e+McGRndi8ptdXfY="";
  }",f6b44b2401525650256b977063dbcf830f762369
f640ab99a9d1368af30c181957d9b88693c6aa14,qusb2snes,qusb2snes,0.7.35,"fetchFromGitHub {
    owner = ""Skarsnik"";
    repo = ""QUsb2snes"";
    tag = ""v${version}"";
    fetchSubmodules = true;
    hash = ""sha256-521L4awWr4L2W12vAZUMheq4plXUXKYo4d3S6AfHgPA="";
  }",f6b44b2401525650256b977063dbcf830f762369
8e9939c0c779d1900153761bddbc7945392fddce,svg-term,svg-term,2.1.1,"fetchFromGitHub {
    owner = ""marionebl"";
    repo = ""svg-term-cli"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-sB4/SM48UmqaYKj6kzfjzITroL0l/QL4Gg5GSrQ+pdk="";
  }",e1ebeec86b771e9d387dd02d82ffdc77ac753abc
fa819afd505d9d7dbadf79d62ac7ab9d751896ce,evil-winrm-py,evil-winrm-py,1.5.0,"fetchFromGitHub {
    owner = ""adityatelange"";
    repo = ""evil-winrm-py"";
    tag = ""v${version}"";
    hash = ""sha256-IACFPPlkgyJh78p6Jy740CQqcySkMTV/8VVPSRJKTPI="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
29121bd2f0a0fa528c0116c2f9a74df9aa9966a0,treemd,treemd,0.1.2,"fetchFromGitHub {
    owner = ""Epistates"";
    repo = ""treemd"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-PloG2eYelsp0Y3bG2ZNgSuwwPnKufBWwLW2TMQBGu1M="";
  }",f6b44b2401525650256b977063dbcf830f762369
a494f3723eb1b7f61e81e5c97d0e3b6dd218eec6,duat,duat,0.7.7,"fetchFromGitHub {
    owner = ""AhoyISki"";
    repo = ""duat"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-Q8HeUN6JeT0OktOrmX3/ohUxCUvbEnlYKukFmtuuA44="";
  }",f6b44b2401525650256b977063dbcf830f762369
b3605e26ae5becc3706698342bde34b5ffc54dbf,uni-algo,uni-algo,1.2.0,"fetchFromGitHub {
    owner = ""uni-algo"";
    repo = ""uni-algo"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-IyQrL/DWDj87GplSGJC4iQJAzNURLh9TRko5l+EIfuU="";
  }",f6b44b2401525650256b977063dbcf830f762369
3974c53827d125d006662ea3ccda8391b9a11932,croncpp,croncpp,2023.03.30,"fetchFromGitHub {
    owner = ""mariusbancila"";
    repo = ""croncpp"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-SBjNzy54OGEMemBp+c1gaH90Dc7ySL915z4E64cBWTI="";
  }",f6b44b2401525650256b977063dbcf830f762369
3028f38efb536d6ed0cba051db966893806e8d4f,regex-tui,regex-tui,0.2.0,"fetchFromGitHub {
    owner = ""vitor-mariano"";
    repo = ""regex-tui"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-iBlvgFEjfyVL5kfI02UZ+gCLLSNMQte5xU9kcNby4GU="";
  }",e1ebeec86b771e9d387dd02d82ffdc77ac753abc
2c51fdcfe3a683b665d80ae703d3d322e0032675,prmt,prmt,0.1.7,"fetchFromGitHub {
    repo = ""prmt"";
    owner = ""3axap4eHko"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-CLSBthofkVdNE/ayecTRLtFDxtGesDuEGw1/Jutpu+c="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
ab2f82d14e6ad651dd404304c6936f781d9a275b,millisecond,millisecond,0.2.0,"fetchFromGitHub {
    owner = ""gaheldev"";
    repo = ""Millisecond"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-SMGcSlbOfBX5gAwB7CaHRthf9EN5QWAN9ZzrcbQXtm8="";
  }",cb82756ecc37fa623f8cf3e88854f9bf7f64af93
f9a2957d688f131ea888ad859a99f7e09da1a8ee,cucumber-expressions,cucumber-expressions,18.0.1,"fetchFromGitHub {
    owner = ""cucumber"";
    repo = ""cucumber-expressions"";
    tag = ""v${version}"";
    hash = ""sha256-Mbf7bG7NvKFdv6kYPkd6UlPDJGjnK2GPl0qnLUhQ3es="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
e859fbd5f11088f286c8cec181e8c74189366c26,unidns,unidns,0.0.4,"fetchFromGitHub {
    owner = ""skelsec"";
    repo = ""unidns"";
    tag = version;
    hash = ""sha256-uhTb27HeBaoI4yURpNf1+D6bWIXSsmYzUyk0RJmgbjQ="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
04a35bc5efea0e39ad732692ed9c5e93bdfaaa8b,nonestorage,nonestorage,0.1.0,"fetchFromGitHub {
    owner = ""nonebot"";
    repo = ""nonestorage"";
    tag = ""v${version}"";
    hash = ""sha256-Y8Ywpp5/FRT8jIhSaMtuzMXs3UJROh5SrFdIZD7ysBA="";
  }",e99366c665bdd53b7b500ccdc5226675cfc51f45
e110e409abbba6ff7dd76ed0115fb91fd42789a6,toml-test,toml-test,1.6.0,"fetchFromGitHub {
    owner = ""toml-lang"";
    repo = ""toml-test"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-jOFkSEDNvvx8svgyYYpAbveQsclMsQRKJ2ocA6ty1Kw="";
  }",12c1f0253aa9a54fdf8ec8aecaafada64a111e24
25961a9e31c8ef7337773b7bde6eaf97e55ea6ae,lance-namespace-urllib3-client,lance-namespace,0.0.20,"fetchFromGitHub {
    owner = ""lancedb"";
    repo = ""lance-namespace"";
    tag = ""v${version}"";
    hash = ""sha256-dacYNbWXlV6+/klb9/rgbG/2YJ5BAw5xeSZbPvDgRb4="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
85ca7f0e532b88266e48696131d393cd88525631,hive-metastore-client,hive-metastore-client,1.0.9,"fetchFromGitHub {
    owner = ""quintoandar"";
    repo = ""hive-metastore-client"";
    tag = version;
    hash = ""sha256-IejsiC1eDNa6fjpQPhLNkMvZpyr9QsQdGBfhev1jEyg="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
5d3f02782f216ef4f3431c459b5c9c1aaa3f77e8,microhs,microhs,0.14.21.0,"fetchFromGitHub {
    owner = ""augustss"";
    repo = ""MicroHs"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-Tq8fjI3LCP4NWrmbMP0xyhY2fjRmsMCEvgfDQ/SB5Bo="";
  }",12c1f0253aa9a54fdf8ec8aecaafada64a111e24
a4ccb68d0150f96ba4c850247513845102b6c9b8,solaredge-web,solaredge-web,0.0.1,"fetchFromGitHub {
    owner = ""Solarlibs"";
    repo = ""solaredge-web"";
    tag = ""v${version}"";
    hash = ""sha256-Vf/f5NDmjsKY8F5//8uAk+dJEaku94yjNaD2XyX7Vuk="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
4328c8f8f5eec1eeda741a15dbdeb82928e911d0,python-citybikes,python-citybikes,0.3.3,"fetchFromGitHub {
    owner = ""eskerda"";
    repo = ""python-citybikes"";
    tag = version;
    hash = ""sha256-it/QCUwNc6g88IrtMTS8wr/t4Apb2ovSheufOnu4fCM="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
4519fa6c761cb4efb16bbbc384c863e887cf1175,pysrdaligateway,pysrdaligateway,0.15.1,"fetchFromGitHub {
    owner = ""maginawin"";
    repo = ""PySrDaliGateway"";
    tag = ""v${version}"";
    hash = ""sha256-qPZxcGDSToFkkXBJKxo9OkcTBr4TZ9cFrcQwBTwKfy8="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
6795a283dd3aa1932d961f409b7086d4bf823a14,pynintendoparental,pynintendoparental,1.1.3,"fetchFromGitHub {
    owner = ""pantherale0"";
    repo = ""pynintendoparental"";
    tag = version;
    hash = ""sha256-mH34BcbK3qyB2sAmVyAQz6GhI+xWAdRHagZzLVI9gr8="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
8433b22126345a0d14ae1334c1c4d1dc490409f6,pyfirefly,pyfirefly,0.1.8,"fetchFromGitHub {
    owner = ""erwindouna"";
    repo = ""pyfirefly"";
    tag = ""v${version}"";
    hash = ""sha256-b4np7JlDCbrrMo6TGE5yL6Xg41ocGoJQY8BMH/hZ9Ls="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
b06c6a621243dce3c0d39a65c941bcec811f7047,meteo-lt-pkg,meteo-lt-pkg,0.2.4,"fetchFromGitHub {
    owner = ""Brunas"";
    repo = ""meteo_lt-pkg"";
    tag = ""v${version}"";
    hash = ""sha256-OjIBgIOSJ65ryIF4D/UUUa1Oq0sPkKnaQEJeviimqhE="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
44ee5388060ed5c939e9fd6b853d7446fe1c901d,aio-ownet,aio-ownet,0.0.4,"fetchFromGitHub {
    owner = ""hacf-fr"";
    repo = ""aio-ownet"";
    tag = ""v${version}"";
    hash = ""sha256-XaulcBrFLu8YsfaYQsZfUBHnw0H5qX6itdgsiW89Ca4="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
ae69e30d0b1bc93b321932fb3d0ebfaf358ef65e,actron-neo-api,actron-neo-api,0.1.84,"fetchFromGitHub {
    owner = ""kclif9"";
    repo = ""actronneoapi"";
    tag = ""v${version}"";
    hash = ""sha256-ihIg264ZX0tCfRwVLkiq62ke2G125ObcrVabPCDrc4c="";
  }",ffcdcf99d65c61956d882df249a9be53e5902ea5
